Image,Status,Extracted Text,Ground Truth Text,Missing Words,Word Accuracy (%),Levenshtein Similarity
Ezcaray-Vozes_pdf_page_3_png.rf.c16fa0e71af0a5b67f369c042445e4a8,"Correct (Word Accuracy: 98.11%, Levenshtein Similarity: 0.95)",leñoa elombro sacaron el razimo de la tierra de promiftiosombray sigura de jesu chrifto nueltro redempror pendiente del sacrosanto aibol en cuya virrud se nos prdonan las cul pas efto es bula y porque todo nace de aquella preciosiima sangre derra mada en la cruz se llama bula de la santa cruzada josue y caleb la sa caron y la publicaron a el pueblo y a no ser incredulos huvieran entrado to dos en la rierra de promifson no acaso llamd el sacro texto cerrojo gquem poreáverunt n velle a el leño en quien pendia el razimo porque si quitados los cerrojos se abren las puer tas por aquel razimo pendiente fc frá queaba la entrada a la tierra de promif sion qutes diftribuir la bula sino sa cilitar la entrada a la bienaventuranca en efta deffco ver a vsl y todolo que no eseftoes nada y sia sosue y caleb su sé los introduxo en la rierra que,"leño a el ombro facaron el razimo de
la tierra de Promiſſion , ſombra , y figura
de Jefu Chriſto nuestro Redemptor ,
pendiente del Sacroſanto Arbol , en
cuya virtud ſe nos perdonan las cul-
pas : eſto es Bula , y porque todo nace
de aquella precioſiſſima Sangre derra-
mada en la Cruz , ſe llama Bula de la
Santa Cruzada . Joſue , y Caleb la ſa-
caron , y la publicaron a el pueblo ; y a
no ſer incredulos huvieran entrado to-
dos en la tierra de Promiſſion .
No acaſo llamò el Sacro Texto
Cerroje (quem portaverunt in vecte) a el leño
en quien pendia el razimo ; porque ſi
quitados los cerrojos ſe abren las puer
tas , por aquel razimo pendiente ſe fra-
queaba la entrada a la tierra de Promif-
fion . Què es diſtribuir la Bula , fino fa-
cilitar la entrada a la Bienaventurança ?
En eſta deſſeo ver a V.S.I. y todo lo
que no es eſto , es nada . Y ſi a Joſue , y
Caleb ſu fé los introduxo en la tierra ,
que","promiftiosombray, deffco, eseftoes",98.11320754716981,0.9461358313817331
Ezcaray-Vozes_pdf_page_4_png.rf.4f9c82f89565fac28f0c83d29d271ea4,"Correct (Word Accuracy: 85.16%, Levenshtein Similarity: 0.42)",diante sus virrudes en la bienaventn ranga en moysesque logró el frurohallo para mialgun cotejo pues dize de si quien ay yo para bablar al rey no soy eloquen y 1e para sar fs predicador quis sam ego vt va dam ad saraonem obsecro domine non sum elo quensce es moyses defcalgo y su osi cio mifsionero pues como yo intento sacar a las almas del cautiverio delas culpas vl sacd del de saraon asus her manos los ifraeliras algo intentara dezir enel signisica do de josue y caleby en sus heroycos hechos y virtudes aplicandolos a v st pues la efcritura ranto los celebra mas soy mifsionero y temo no me re prehenda s pablo cam efjem parvulas lo quebar vt parvulusápiebam vt parvulas cogi 21bam vt parvelos guando antemsaelas sum que antes examinaron representacion de la gloriapara que corra vsi parc jas en todo conellosefpero verle mc diante sus virrudes en la bienaventu,"que antes examinaron , repreſentacion
de la gloria ; para que corra V.S.I. pare-
jas en todo con ellos , eſpero verle ( me-
diante ſus virtudes ) en la Bienaventu-
rança .
En Moyſes , que logró el fruto , hallo
para mi algun cotejo , pues dize de ſi :
Quien ſoy yo para hablar al Rey ? No ſoy eloquen-
te para fer ſu Predicador . Quis ſum ego vt va-
dam ad Faraonem ? Obſecro Domine non ſum elo-
quens , &c . Es Moyſes deſcalço , y ſu ofi-
cio Miſſionero : pues como yo intento
facar a las almas del cautiverio de las
culpas , èl ſacò del de Faraon a ſus her-
manos los Iſraëlitas .
En eſta deſſeo ver a V.S.I. y todo lo
que no es eſto , es nada . Y ſi a Joſue , y
Caleb ſu fé los introduxo en la tierra ,
que","moysesque, frurohallo, ifraeliras, intentara, dezir, signisica, heroycos, hechos, aplicandolos, efcritura, celebra, prehenda, efjem, parvulas, quebar, parvulusápiebam, parvulas, 21bam, parvelos, guando, antemsaelas, gloriapara, conellosefpero",85.16129032258064,0.41983852364475205
Ezcaray-Vozes_pdf_page_5_png.rf.980cbf28c56184e9479183c5ad900f30,"Correct (Word Accuracy: 85.71%, Levenshtein Similarity: 0.69)",birrevacuavi que evant parveli quando vnohazc eftremos dezi mosque roma el cielo con las manos y es áccion natural levantarlas el dolo rido poreftarlo mi corazon las levan t5 hafta el cielo de vs i parahallar en el consuelo noacaso llam a eltos borrones ozes del dolor porque si pare ciere extremo la accion de dedicarlos avvi la difculpe lo dolorido y lleguen eftas vozes mas hijas del sentimiento que del eftudio hatta los pies de vi son tributo por emo van a sus piesno a susajos que aa merecen vilta ran cla xani vs81por ningua titulo eftá com prehendido en el amimpro eftrañara alguno que debiendo a vsl el ser predicador de sir magef xadnole aya dedicado vn libro de ser mones y leofrezca eltas vozes contra la prosanidadseñorantes que yo con diguiera tal dicha no ignoraba vs i que yo avia predicado com alguncre dito,"vir.evacuavi que erant parvuli
Quando vno haze eſtremos , dezi-
mos , que toma el Cielo con las manos :
y es áccion natural levantarlas el dolo-
rido . Por eſtarlo mi corazon las levan-
tò haſta el Cielo de V. S. I. para hallar
en èl conſuelo . No acaſo llamè a eſtos
borrones Vozes del dolor , porque ſi pare-
ciere extremo la accion de dedicarlos
a V.I. la diſculpe lo dolorido , y lleguen
eſtas vozes mas hijas del ſentimiento ,
que del eſtudo , haſta los pies de V.I.
Son Tributo , por eſſo vàn a ſus pies , no a
ſus ojos , que no merecen viſta tan cla-
ra , ni V.S.I. por ningun titulo eſtà com-
prehendido en el aſſumpto .
Algo intentara dezir en el ſignifica-
do de Joſue , y Caleb , y en ſus heroycos
hechos , y virtudes , aplicandolos a V.
S.I. pues la Eſcritura tanto los celebra ;
mas ſoy Miſſionero , y temo no me re-
prehenda S. Pablo . Cum eſſem parvulus , lo-
quebar ut parvulus , ſapiebam ut parvulus , cogi-
tabam ut parvulus . Quando autem factus ſum
vir :","vnohazc, poreftarlo, parahallar, susajos, vs81por, amimpro, eftrañara, debiendo, predicador, magef, xadnole, dedicado, libro, leofrezca, contra, prosanidadseñorantes, diguiera, dicha, ignoraba, predicado, alguncre",85.71428571428571,0.6923076923076923
Ezcaray-Vozes_pdf_page_6_png.rf.e1b75d0411708c3ea7106261562b7b4b,"Correct (Word Accuracy: 91.55%, Levenshtein Similarity: 0.93)",diromegua se dezia en elte nuevo mú do y que algunos borrones mios se lejan imprefsos en efsa corte pues v s i se lo representd a su mageltad en el insorme y para saber queyoera predicadorbaftan aquellas lineas mas para dar a entender quelo soy de si mageftadno sobran eftas vozes y def engaños aquel es mas predicador de la ma geftad humanzquc loes de la divina y como hafta que divozes desengañá dono sui predicador dcgcsu chrifto no me tuve por predicador de su ma geftad aviendo empezado a serlóícin co años ha en el exeróioto de mifsione ro y predicador apoftblico dedico a vslalgo dela colcha_de mitrabajo y el dolor de miarrepentimientopues predicádo i otrosme desengaño a mi y eltas vozes del dolor no son menos hijas del riempo que perdi enaliñados eltudidsque de las culpasque oy veo na,"dito ( fegun ſe dezia ) en eſte nuevo mũ-
do , y que algunos borrones mios ſe
leian impreſſos en eſſa Corte , pues V.
S. I. ſe lo repreſentò a ſu Mageſtad en
el informe . Y para faber , que yo era
Predicador , baſtan aquellas lineas ; mas
para dar a entender , que lo foy de ſu
Mageſtad , no ſobran eſtas vozes , y def-
engaños .
Aquel es mas Predicador de la Ma-
geſtad humana , que lo es de la Divina ;
y como haſta que di vozes deſengaña-
do , no fui Predicador de Jeſu Chriſto ,
no me tuve por Predicador de ſu Ma-
geſtad . Aviendo empezado a ferlo cin-
co años ha en el exercicio de Miſſione-
ro , y Predicador Apoſtolico , dedico a
V.S.I.algo de la cofecha de mi trabajo ,
y el dolor de mi arrepentimiento ; pues
predicado a otros , me deſengaño a mi ,
y eſtas vozes del dolor , no fon menos
hijas del tiempo , que perdi en aliñados
eſtudios , que de las culpas , que oy veo
na-","diromegua, queyoera, predicadorbaftan, mageftadno, humanzquc, dcgcsu, serlóícin, exeróioto, colcha_de, miarrepentimientopues, eltudidsque, culpasque",91.54929577464789,0.9252450980392157
Ezcaray-Vozes_pdf_page_7_png.rf.07d13d940a3df7f236f776955663c18e,"Correct (Word Accuracy: 95.95%, Levenshtein Similarity: 0.91)",porque efta se acabey se lean en eita corte eftos borrones los pongoala proteccion de vs que viendolos so breefcriros con su nombretendrin en trada en todas partes y llegaran hafta los mas supremos doseles sin que por desaliñados ninguno se la eftorve que ya f quelos eftudios se asimilanalos hombresy el que no riene buena capa d mecenas le dan con la puerrta en los ojos y para queeftos entren en todas partes y aun hafta palacio bafta el que digan somos criados del patriarca mi fñor como son vozes del dolor no lleva aliño ninguno ván efcritas con clari dad nada rienen de aulicases agena ocupacion en los mifsiongros pot ser claras no les salta lo modefto y decen te reprehenden con valorsin lisonjear 2 ninguno porque quando es publica la culpa publica debe ser la reprehen sion peccantes coram ommibus argue r e y ceneri,"nacidas de la profanidad .
Porque eſta ſe acabe , y ſe lean en eſta
Corte eſtos borrones , los pongo a la
proteccion de V.S. I. que viendolos ſo-
breeſcritos con ſu nombre , tendrán en-
trada en todas partes , y llegaràn hafta
los mas ſupremos doſeles , fin que por
defaliñados , ninguno ſe la eſtorve : que
ya ſé , que los eſtudios ſe aſimilan a los
hombres , y el que no tiene buena capa ,
ò Mecenas , le dàn con la puerta en los
ojos ; y para que eſtos entren en todas
partes , y aun hafta Palacio , baſta el que
digan : Somos criados del Patriarca mi ſeñor .
Como ſon vozes del dolor no lleva
aliño ninguno , ván eſcritas con clari-
dad . Nada tienen de Aulicas , es agena
ocupacion en los Miffioneros . Por ſer
claras no les falta lo modeſto , y decen-
te : reprehenden con valor , fin lifonjear
a ninguno , porque quando es publica
la culpa , publica debe ſer la reprehen-
fion. Peccantes coram omnibus argue :
vt &
I. ad Thi cap. 5.
ceteri","pongoala, nombretendrin, quelos, asimilanalos, queeftos, valorsin",95.94594594594594,0.908883826879271
Ezcaray-Vozes_pdf_page_8_png.rf.1b03ee726bb353fb33dc3e1029906012,"Correct (Word Accuracy: 95.62%, Levenshtein Similarity: 0.95)",ecteri timoren babeant docctrina es de san pahlo que no llevan bienlos viciosos diziendo se cícandaliza quando se re prchende mas como no intento agra dara eftoslos menofprecio no refpo diendo a sus compolturas el dia del juizio nos vertmos y se sabr2 quien ef candaliza ellos cometiendo en la pu blicidad enormes culpas d el predica dor reprehendiendolas yvi admita eftas vozes como de va criado suyo que con todo rendimien tolas ofrece logreseseñor mi inten tomerezcan eftos borrones que y i los conozca por criados suyos permi ta sean de los de efcalera arriba para que entren y salganentodas partes prohiben lasleyesque ninguno trayga efpada abierta y la librea del principe haze difsimule aun convn lacayo efpada contra la prosanidad es efte li broabiertas son sus hojas porlo claro sialguno intentare encarcelarlas en la bay,"ceteri timorem habeant . Doctrina es de San
Pablo , que no llevan bien los viciofos ,
diziendo , ſe eſcandaliza quando ſe re-
prehende ; mas como no intento agra-
dar a eſtos , los menoſprecio , no reſpō-
diendo a ſus compoſturas . El dia del
juizio nos verèmos , y ſe ſabrà quien ef-
candaliza ; ellos cometiendo en la pu-
blicidad enormes culpas , ò el Predica-
dor reprehendiendolas ?
V.I. admita eſtas vozes como de vn
criado ſuyo , que con todo rendimien-
to las ofrece . Logreſe , ſeñor , mi inten-
to : merezcan eſtos borrones , que V. I.
los conozca por criados ſuyos : permi-
ta ſean de los de eſcalera arriba , para
que entren , y ſalgan en todas partes .
Prohiben las leyes , que ninguno trayga
eſpada abierta ; y la librea del Principe
haze ſe diffimule aun con vn Lacayo .
Eſpada contra la profanidad es eſte li-
bro , abiertas ſon ſus hojas por lo claro ;
ſi alguno intentare encarcelarlas en la
bay-","bienlos, eftoslos, logreseseñor, salganentodas, lasleyesque, broabiertas",95.62043795620438,0.9491124260355029
Ezcaray-Vozes_pdf_page_9_png.rf.8f66add5391ae93885aaef7c3a1d94da,"Correct (Word Accuracy: 92.36%, Levenshtein Similarity: 0.83)",guardo el sobreefcrito de vi a la cabeza de la iglesia san pedro llamdchrifto vida nueftra desíde el mar eftáva pedro defnudoy parair a donde eftava su maeftro se puso la ru nicay se ciño zanica procinxitje eras enim 1 nudas es misit f2 in mare lo contrario pa rece debia hazer quien para entrar en l mar no sedemmuda vettido quiere entrarel aposol si algunos dirán que sue reverencia a si1 maeftro yo di go queno sira necasidad precisía auzojhbase pedro 4 la rurbulenta cora riente de lasaguas considerabaque por sinada eramas que aquella runica le declaraba por difcipulo de jesi chritto y dixó l apottol pongamo nos la tuntica la ebtea y divisa steque soy de la efcuela de jeluchriftoy ef ta mesicarh y entrará a donde yo por misoloni pudiera entrarni salir i por siette libro ni auñ lugar rendra en,"bayna del filencio , les ſervirà de ref-
guardo el fobreeſcrito de V.I.
A la Cabeza de la Igleſia San Pedro
llamò Chriſto vida nuestra desde el
mar . Eſtava Pedro deſnudo , y para ir a
donde eſtava ſu Maestro ſe puſo la tu-
nica , y ſe ciñò : tunica fuccinxit ſe ( erat enim 
nudus ) & mifit ſe in mare . Lo contrario pa-
rece debia hazer : Quien para entrar en
el mar no ſe deſnuda ? Veſtido quiere
entrar el Apoſtol ? Si . Algunos dirán ,
que fue reverencia a ſu Maestro : yo di-
go , que no , ſino neceſſidad preciſſa .
Arrojabaſe Pedro a la turbulenta cor-
riente de las aguas : confideraba , que
por fi nada era , mas que aquella tunica
le declaraba por Diſcipulo de Jeſu
Chriſto , y dixo el Apoſtol : Pongamo-
nos la tunica , la librea , y diviſa de que
foy de la Eſcuela de Jeſu Chriſto , y ef-
ta me ſacara , y entrará a donde yo por
mi ſolo , ni pudiera entrar , ni ſalir .
Por ſi eſte libro , ni aun lugar tendrá
en
Ioan . cap.  21. verf. 7.
3","llamdchrifto, procinxitje, sedemmuda, auzojhbase, lasaguas, considerabaque, eramas, steque, jeluchriftoy, mesicarh, misoloni",92.36111111111111,0.8295194508009154
Mendo-Principe-perfecto_pdf_page_1_png.rf.76cf64ef32f300e2c8696a208b0f8f46,"Correct (Word Accuracy: 81.07%, Levenshtein Similarity: 0.29)",eao m ne q ea egpnda vec asirisimo señor salen de nené e pampa epor documentos polívicos y moraler _ sy parasormaron principe persetto y adinisivos aja dd pados por auerse delpachado en riempo bxene la ir apzair presian primera helos añadido de nuevo y exornado con esiampas de emblemas que con mas balago de los ojos pongan a la visia las enseranzas consagro d la mageflad carolica de muebtro monarca la primera vez efc libro y para que buelua mejorado afl reales manos le pongo en las de v51 de quien le admitira con los agrados que tienen d su magesiad merecidos sas grandes y conti muados sermicios como sino vuiera s1 heredado de suus excellenti simos progenitores ser guzman el buero con sus acciones ha gran ea eado patriarcha de las indias arzobifpo de tyro limoshero mayor del rey nueftro señor don selipe 1 v el grande rey de las efpañas del consejo de su mageltad y luez eclesisftico ordinario de u real capilla casa y corte,"AL
ILLVSTRISSIMO
SEÑOR
DON 
ALONSO
PEREZ
DE 
GVZMAN 
EL 
BVENO
PATRIARCHA 
DE 
LAS INDIAS,
INDIAS,
Arzobiſpo de Tyro, Limofnero mayor del Rey
Nuestro Señor Don Felipe IV. el Grande Rey de
las Eſpañas, del Conſejo de ſu Mageſtad , y luez
Eclefiaſtico Ordinario de ſu Real Capilla , Caſa ,
y Corte .
EGVNDA vez , ( Illuſtriſſimo Señor ) ſalen de
la estampa estos Documentos Politicos , y Morales
para formar vn Principe perfetto , y Ministros aju-
ſtados , por auerſe deſpachado en tiempo breue la Im-
prefion primera . Helos añadido de nueuo , y exornado
EGVNDA vez , ( Illuſtriſſimo Señor ) ſalen de
la estampa estos Documentos Politicos , y Morales
para formar vn Principe perfetto , y Ministros aju-
ſtados , por auerſe deſpachado en tiempo breue la Im-
prefion primera . Helos añadido de nueuo , y exornado","asirisimo, parasormaron, adinisivos, apzair, emblemas, balago, ojos, pongan, visia, enseranzas, consagro, carolica, monarca, libro, buelua, mejorado, pongo, quien, admitira, agrados, tienen, merecidos, sermicios, como, sino, vuiera, heredado, excellenti, simos, progenitores, acciones, eado",81.06508875739645,0.2877005347593583
Mendo-Principe-perfecto_pdf_page_2_png.rf.54f883ecce6aef501e4ef9c219eacae0,"Correct (Word Accuracy: 99.09%, Levenshtein Similarity: 0.92)",geado el sirlo lagrándo diguamente en nueftro monarcha la grachii en su corta el cariño en el orbe todo la eftimacion y la sama eu la posieridad el que es comun amparo no se negard a serlo desia obra calisicandola cor leerla honrandola con admitirla y patrocinandola com repecir en nombre de sua autor d f magesiad efle obsequio que _sindo idea de un principe persecio le retrata al vino como tam bien d 7s1 sendo efpejo de minisiro ajusiado cuya vida pro fpere el cielo en lamayor grandeza para el bien y selicidad publica salamanca noxiembre 15 de 1659 humilde capellan de vsi que f mano besa andres mendo,"geado el ferlo s logrando dignamente en nuestro Monarcha la gracias
en ſu Corte el cariño : en el Orbe todo la eſtimaçion , y la fama en la
poſteridad . El que es comun amparo , no ſe negarà à ferlo deſta Obra :
calificandola con leerla : honrandola con admitirla : y patrocinandola
con repetir en nombre de ſu Autor à ſu Mageſtad eſte obſequio , que
fiendo Idea de un Principe Perfecto , le retrata al vivo , como tam-
bien à V.S.I. ſiendo eſpejo de un Miniſtro ajustado . Cuya vida pro-
ſpere el cielo en la mayor grandeza para el bien , y felicidad publica .
Salamanca Nouiembre 15. de 1659 .
Humilde Capellan de V.S.I. que ſu mano beſa .
ANDRES
MENDO.",grachii,99.0909090909091,0.9235772357723577
Mendo-Principe-perfecto_pdf_page_3_png.rf.ed18a9122c9b8a1c15fa9ea578ea3e50,"Correct (Word Accuracy: 95.36%, Levenshtein Similarity: 0.74)",a uy sidad de dalamanea oxn comilion del uluftrisimo señor don enan perez delgado obifpo de salamanca del consejo de f mageftad fc leydo con arencion efte libro de documentos politi cos y morales para vn principe persecto y miniftros ajuñtados que eseribid nueftro muy reucrendo padre andres mendo de la compañia de jsvs lecior que sue aquide theologia y elcrieura reétor del colegio de irlandeses defta v niuersidad y calisicador del con sejo de la ingnisicion suprema consieso mi dicha por auerla tenido en participar noticias de ranca erudicion asi sagradacomo prosanaantes que la eftampa las co manicase a todos bienque nunca pueden hazerfc yul garespor mas que se solicire su vrilidad alauror le har puesto sus eseritos en la primera clase deftos tiempos fnque efte lugar pueda contronertirsele la desarencion mas injufta no ay empeño de letrasa que no sarissaga con su caudal ventajosolo extraerdinariolo rarose lo reserodla providencia con tanto acierco que la senda mas eftrecha la haze camino real a la rarea incesable de f eftudiosidad no ay rumbo por defcubrir al norce de f ingenioni afpereza por fxcilirar a su huella señas son eftasde sus libros de la exposicion de la bullaide ture academicode ordinibus milivaribus s obras may alia del aplauso mas encarecido en elta el mecodo la asegura de censuradiftribuyendo las virtudes morales de yo prin cipe con ilacion que hafta en la vaciedad suele echarse xnenos la consequencia el eítilo le pm_rmiºm ec 3 e an o l be c ir o d a aprobacion del dotor dfrancisío de puga y seiyoo colegial del colegio mayor del arxobilpo de toledoy cathe dratico de prima de canones de la vni nersidad de salamanca,"APROBACION
Del Doctor D.Francisco de Puga , y Feijoo , Colegial del
Colegio Mayor del Arzobispo de Toledo , y Cathe-
dratico de Prima de Canones de la Vni-
uerſidad de Salamanca .
P Or Comiſion del Illuſtriſſimo Señor Don
Iuan Perez Delgado Obiſpo de Salamanca ,
del Conſejo de ſu Mageſtad ; He leydo con
atencion eſte libro de Documentos Politi-
cos , y Morales para vn Principe Perfecto , y Miniſtros
ajuſtados , que eſcribiò nuestro muy Reuerendo Padre
Andres Mendo de la Compañia de IESVS , Lector que
fue aqui de Theologia , y Eſcritura , Rector del Colegio
de Irlandeſes deſta Vniuerſidad , y Calificador del Con-
ſejo de la Inquificion Suprema . Confieſo mi dicha , por
auerla tenido en participar noticias de tanta erudicion
aſi Sagrada , como Profana , antes que la eſtampa las co-
municaſe à todos ; bienque nunca pueden hazerſe vul-
gares , por mas que ſe ſolicite ſu vtilidad . Al Autor le han
pueſto ſus Eſcritos en la primera Claſe deſtos tiempos ,
fin que eſte lugar pueda controuertirſele la defatencion
mas injuſta . No ay empeño de letras , à que no ſatisfaga
con ſu caudal ventajoſo . Lo extraordinario , lo raro , ſe lo
referud la prouidencia con tanto acierto , que la ſenda
mas eſtrecha la haze camino Real à la tarea inceſable
de ſu eſtudioſidad . No ay rumbo por deſcubrir al norte
de ſu ingenio , ni aſpereza por facilitar à ſu huella . Señas
ſon eſtas de ſus libros de la Expoſicion de la Bulla ; De Iure
Academico ; De Ordinibus Militaribus ; Obras mas alla del
aplauſo mas encarecido . En eſta el metodo la aſegura de
Cenfura , diſtribuyendo las Virtudes morales de vn Prin-
cipe con ilacion ¦ que haſta en la variedad ſuele echarſe
menos la confequencia . El eſtiſo le proporciona à la ſe-
sie","sidad, uluftrisimo, sagradacomo, prosanaantes, garespor, alauror, extraerdinariolo, reserodla, fxcilirar, eftasde, bullaide, censuradiftribuyendo, pm_rmiºm",95.35714285714286,0.7359516616314199
